PheCode	Phenotype	Ethnicity	Prevalence	Cases	Controls
963.1	Antineoplastic and immunosuppressive drugs causing adverse effects	Pakistani	0.06	1.0	1711.0
964.0	Poisoning by agents primarily affecting blood constituents	Pakistani	0.0	0.0	1711.0
964.1	Anticoagulants causing adverse effects	Pakistani	0.06	1.0	1711.0
972.0	Poisoning by agents primarily affecting the cardiovascular system	Pakistani	0.0	0.0	1711.0
973.0	Poisoning by agents primarily affecting the gastrointestinal system	Pakistani	0.0	0.0	1711.0
975.0	Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system	Pakistani	0.0	0.0	1711.0
976.0	Poisoning by agents primarily affecting skin & mucous membrane, ophthalmological, otorhinolaryngological, & dental drugs	Pakistani	0.0	0.0	1711.0
974.0	Poisoning by water, mineral, and uric acid metabolism drugs	Pakistani	0.12	2.0	1711.0
979.0	Adverse drug events and drug allergies	Pakistani	0.06	1.0	1711.0
981.0	Toxic effect of (non-ethyl) alcohol and petroleum and other solvents	Pakistani	0.05	1.0	1832.0
987.0	Toxic effect of other gases, fumes, or vapors	Pakistani	0.05	1.0	1832.0
983.0	Toxic effect of corrosive aromatics, acids, and caustic alkalis	Pakistani	0.0	0.0	1832.0
989.0	Toxic effect of other substances, chiefly nonmedicinal as to source	Pakistani	0.05	1.0	1832.0
985.0	Toxic effect of other metals	Pakistani	0.0	0.0	1832.0
986.0	Toxic effect of carbon monoxide	Pakistani	0.0	0.0	1832.0
988.0	Toxic effect of noxious substances eaten as food	Pakistani	0.0	0.0	1832.0
913.0	Toxic effect of venom	Pakistani	0.0	0.0	1835.0
946.0	Anaphylactic shock NOS	Pakistani	0.5	9.0	1805.0
949.0	Allergies, other	Pakistani	0.11	2.0	1805.0
958.0	Certain early complications of trauma or procedure	Pakistani	0.05	1.0	1834.0
958.2	Traumatic and surgical subcutaneous emphysema	Pakistani	0.0	0.0	1834.0
942.0	Infusion and transfusion reaction	Pakistani	0.0	0.0	1805.0
941.0	Adverse reaction to serum or vaccine	Pakistani	0.0	0.0	1805.0
850.0	Hemorrhage or hematoma complicating a procedure	Pakistani	1.35	24.0	1752.0
958.1	Postoperative shock	Pakistani	0.0	0.0	1834.0
854.0	Complications of cardiac/vascular device, implant, and graft	Pakistani	1.63	29.0	1752.0
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	Pakistani	0.33	6.0	1809.0
859.0	Complication due to other implant and internal device	Pakistani	0.51	9.0	1752.0
860.0	Bone marrow or stem cell transplant	Pakistani	0.0	0.0	1835.0
510.2	Lung transplant	Pakistani	0.05	1.0	1827.0
851.0	Complications of transplants and reattached limbs	Pakistani	1.9	34.0	1752.0
874.0	Complication of amputation stump	Pakistani	0.06	1.0	1798.0
297.2	Suicide or self-inflicted injury	Pakistani	0.24	4.0	1659.0
297.0	Suicidal ideation or attempt	Pakistani	0.0	0.0	1659.0
585.31	Renal dialysis	Pakistani	0.17	3.0	1730.0
71.0	Human immunodeficiency virus [HIV] disease	Pakistani	0.0	0.0	1774.0
638.0	Other high-risk pregnancy	Pakistani	0.06	1.0	1758.0
559.0	Ileostomy status	Pakistani	0.13	2.0	1480.0
197.0	Chemotherapy	Pakistani	5.25	94.0	1696.0
196.0	Radiotherapy	Pakistani	0.0	0.0	1696.0
289.3	Personal history of diseases of blood and blood-forming organs	Pakistani	0.11	2.0	1784.0
564.9	Personal history of diseases of digestive system	Pakistani	5.61	88.0	1480.0
965.1	Opiates and related narcotics causing adverse effects in therapeutic use	Pakistani	0.35	6.0	1711.0
587.0	Kidney replaced by transpant	Pakistani	0.12	2.0	1730.0
573.2	Liver replaced by transplant	Pakistani	0.06	1.0	1771.0
364.9	Cornea replaced by transplant	Pakistani	0.06	1.0	1761.0
426.91	Cardiac pacemaker in situ	Pakistani	0.94	16.0	1684.0
395.6	Heart valve replaced	Pakistani	0.94	17.0	1788.0
426.9	Cardiac pacemaker/device in situ	Pakistani	0.06	1.0	1684.0
250.3	Insulin pump user	Pakistani	0.0	0.0	1376.0
509.8	Dependence on respirator [Ventilator] or supplemental oxygen	Pakistani	0.06	1.0	1756.0
8.0	Intestinal infection	Prefer not to answer	0.06	1.0	1634.0
8.5	Bacterial enteritis	Prefer not to answer	1.15	19.0	1634.0
38.1	Gram negative septicemia	Prefer not to answer	0.38	6.0	1558.0
8.51	Intestinal e.coli	Prefer not to answer	0.0	0.0	1634.0
8.52	Intestinal infection due to C. difficile	Prefer not to answer	0.18	3.0	1634.0
8.7	Intestinal infection due to protozoa	Prefer not to answer	0.0	0.0	1634.0
8.6	Viral Enteritis	Prefer not to answer	0.24	4.0	1634.0
10.0	Tuberculosis	Prefer not to answer	0.13	2.0	1558.0
41.0	Bacterial infection NOS	Prefer not to answer	2.69	43.0	1558.0
686.0	Other local infections of skin and subcutaneous tissue	Prefer not to answer	0.68	11.0	1602.0
480.1	Bacterial pneumonia	Prefer not to answer	0.5	8.0	1580.0
369.0	Infection of the eye	Prefer not to answer	0.12	2.0	1601.0
38.2	Gram positive septicemia	Prefer not to answer	0.06	1.0	1558.0
711.0	Arthropathy associated with infections	Prefer not to answer	0.0	0.0	1514.0
529.1	Glossitis	Prefer not to answer	0.12	2.0	1639.0
994.2	Sepsis	Prefer not to answer	1.75	29.0	1632.0
130.0	Spirochetal infection	Prefer not to answer	0.0	0.0	1653.0
79.0	Viral infection	Prefer not to answer	0.67	11.0	1624.0
31.0	Diseases due to other mycobacteria	Prefer not to answer	0.0	0.0	1558.0
657.0	Infections specific to the perinatal period	Prefer not to answer	0.0	0.0	1661.0
639.0	Complications following abortion or ectopic and molar pregnancies	Prefer not to answer	0.0	0.0	1621.0
465.0	Acute upper respiratory infections of multiple or unspecified sites	Prefer not to answer	0.36	6.0	1652.0
41.2	Streptococcus infection	Prefer not to answer	0.83	13.0	1558.0
320.0	Meningitis	Prefer not to answer	0.0	0.0	1655.0
420.0	Carditis	Prefer not to answer	0.0	0.0	1641.0
38.0	Septicemia	Prefer not to answer	1.83	29.0	1558.0
133.0	Arthropod-borne diseases	Prefer not to answer	0.12	2.0	1653.0
41.1	Staphylococcus infections	Prefer not to answer	1.33	21.0	1558.0
90.0	Sexually transmitted infections (not HIV or hepatitis)	Prefer not to answer	0.0	0.0	1661.0
90.2	Gonococcal infections	Prefer not to answer	0.0	0.0	1661.0
90.3	Venereal diseases due to Chlamydia trachomatis	Prefer not to answer	0.0	0.0	1661.0
131.0	Protozoan infection	Prefer not to answer	0.0	0.0	1653.0
54.0	Herpes simplex	Prefer not to answer	0.0	0.0	1624.0
78.0	Viral warts & HPV	Prefer not to answer	0.25	4.0	1624.0
528.0	Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	Prefer not to answer	0.49	8.0	1639.0
130.1	Lyme disease	Prefer not to answer	0.0	0.0	1653.0
136.0	Other infectious and parasitic diseases	Prefer not to answer	0.12	2.0	1653.0
324.0	Other CNS infection and poliomyelitis	Prefer not to answer	0.18	3.0	1655.0
324.1	Jakob-Creutzfeldt disease	Prefer not to answer	0.06	1.0	1655.0
323.0	Encephalitis	Prefer not to answer	0.12	2.0	1655.0
386.2	Peripheral or central vertigo	Prefer not to answer	0.06	1.0	1630.0
369.2	Eye infection, viral	Prefer not to answer	0.06	1.0	1601.0
79.1	Varicella infection	Prefer not to answer	0.06	1.0	1624.0
480.2	Viral pneumonia	Prefer not to answer	0.0	0.0	1580.0
53.0	Herpes zoster	Prefer not to answer	0.12	2.0	1624.0
53.1	Herpes zoster with nervous system complications	Prefer not to answer	0.12	2.0	1624.0
381.1	Otitis media	Prefer not to answer	0.12	2.0	1651.0
70.1	Viral hepatitis A	Prefer not to answer	0.06	1.0	1624.0
70.2	Viral hepatitis B	Prefer not to answer	0.25	4.0	1624.0
70.0	Viral hepatitis	Prefer not to answer	0.12	2.0	1624.0
70.3	Viral hepatitis C	Prefer not to answer	0.31	5.0	1624.0
71.1	HIV infection, symptomatic	Prefer not to answer	0.06	1.0	1624.0
112.0	Candidiasis	Prefer not to answer	0.79	13.0	1642.0
480.3	Pneumonia due to fungus (mycoses)	Prefer not to answer	0.06	1.0	1580.0
230.0	Kaposi's sarcoma	Prefer not to answer	0.0	0.0	1661.0
202.2	Non-Hodgkins lymphoma	Prefer not to answer	0.85	14.0	1633.0
195.1	Malignant neoplasm, other	Prefer not to answer	4.26	65.0	1461.0
348.8	Encephalopathy, not elsewhere classified	Prefer not to answer	0.06	1.0	1580.0
504.0	Other alveolar and parietoalveolar pneumonopathy	Prefer not to answer	0.06	1.0	1585.0
798.0	Malaise and fatigue	Prefer not to answer	1.33	22.0	1636.0
260.1	Cachexia	Prefer not to answer	0.0	0.0	1634.0
577.1	Acute pancreatitis	Prefer not to answer	0.3	5.0	1653.0
79.2	Infectious mononucleosis	Prefer not to answer	0.0	0.0	1624.0
110.1	Dermatophytosis	Prefer not to answer	0.0	0.0	1642.0
110.11	Dermatophytosis of nail	Prefer not to answer	0.0	0.0	1642.0
110.12	Althete's foot	Prefer not to answer	0.12	2.0	1642.0
110.13	Dermatophytosis of the body	Prefer not to answer	0.06	1.0	1642.0
110.2	Dermatomycoses	Prefer not to answer	0.0	0.0	1642.0
112.3	Candidiasis of skin and nails	Prefer not to answer	0.0	0.0	1642.0
420.3	Endocarditis	Prefer not to answer	0.3	5.0	1641.0
117.2	Coccidioidomycosis	Prefer not to answer	0.0	0.0	1642.0
117.1	Histoplasmosis	Prefer not to answer	0.0	0.0	1642.0
117.3	Blastomycotic infection	Prefer not to answer	0.0	0.0	1642.0
117.0	Mycoses	Prefer not to answer	0.12	2.0	1642.0
117.4	Aspergillosis	Prefer not to answer	0.06	1.0	1642.0
580.2	Nephrotic syndrome without mention of glomerulonephritis	Prefer not to answer	0.25	4.0	1573.0
480.0	Pneumonia	Prefer not to answer	1.68	27.0	1580.0
134.0	Helminthiases	Prefer not to answer	0.12	2.0	1653.0
134.1	Intestinal helminthiases	Prefer not to answer	0.18	3.0	1653.0
132.1	Pediculosis and phthirus infestation	Prefer not to answer	0.0	0.0	1653.0
132.0	Infestation (lice, mites)	Prefer not to answer	0.0	0.0	1653.0
41.4	E. coli	Prefer not to answer	1.27	20.0	1558.0
145.1	Cancer of lip	Prefer not to answer	0.0	0.0	1655.0
145.2	Cancer of tongue	Prefer not to answer	0.0	0.0	1655.0
145.4	Cancer of the gums	Prefer not to answer	0.0	0.0	1655.0
145.5	Cancer of the mouth floor	Prefer not to answer	0.0	0.0	1655.0
145.0	Cancer of mouth	Prefer not to answer	0.0	0.0	1655.0
149.0	Cancer of larynx, pharynx, nasal cavities	Prefer not to answer	0.06	1.0	1655.0
145.3	Cancer of major salivary glands	Prefer not to answer	0.06	1.0	1655.0
149.1	Cancer of oropharynx	Prefer not to answer	0.0	0.0	1655.0
149.2	Cancer of nasopharynx	Prefer not to answer	0.06	1.0	1655.0
149.3	Cancer of hypopharynx	Prefer not to answer	0.0	0.0	1655.0
150.0	Cancer of esophagus	Prefer not to answer	0.44	7.0	1583.0
151.0	Cancer of stomach	Prefer not to answer	0.25	4.0	1583.0
159.2	Malignant neoplasm of small intestine, including duodenum	Prefer not to answer	0.0	0.0	1583.0
153.2	Colon cancer	Prefer not to answer	1.1	17.0	1530.0
153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus	Prefer not to answer	0.78	12.0	1530.0
153.0	Colorectal cancer	Prefer not to answer	0.0	0.0	1530.0
155.0	Cancer of liver and intrahepatic bile duct	Prefer not to answer	0.06	1.0	1583.0
155.1	Malignant neoplasm of liver, primary	Prefer not to answer	0.06	1.0	1583.0
159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts	Prefer not to answer	0.06	1.0	1583.0
157.0	Pancreatic cancer	Prefer not to answer	0.13	2.0	1583.0
159.0	Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	Prefer not to answer	1.74	28.0	1583.0
149.9	Cancer of of nasal cavities	Prefer not to answer	0.0	0.0	1655.0
149.4	Cancer of larynx	Prefer not to answer	0.0	0.0	1655.0
165.1	Cancer of bronchus; lung	Prefer not to answer	0.9	15.0	1646.0
164.0	Cancer of intrathoracic organs	Prefer not to answer	0.0	0.0	1646.0
165.0	Cancer within the respiratory system	Prefer not to answer	0.36	6.0	1646.0
170.1	Bone cancer	Prefer not to answer	0.12	2.0	1655.0
172.11	Melanomas of skin	Prefer not to answer	0.49	8.0	1612.0
172.2	Other non-epithelial cancer of skin	Prefer not to answer	2.48	41.0	1612.0
159.4	Malignant neoplasm of retroperitoneum and peritoneum	Prefer not to answer	0.0	0.0	1583.0
170.2	Cancer of connective tissue	Prefer not to answer	0.24	4.0	1655.0
174.11	Malignant neoplasm of female breast	Prefer not to answer	2.32	38.0	1602.0
184.2	Cancer of other female genital organs, excluding uterus and ovary	Prefer not to answer	0.12	2.0	1608.0
184.1	Malignant neoplasm of ovary and other uterine adnexa	Prefer not to answer	0.0	0.0	1608.0
180.1	Cervical cancer	Prefer not to answer	0.0	0.0	1559.0
182.0	Malignant neoplasm of uterus	Prefer not to answer	0.32	5.0	1559.0
184.11	Malignant neoplasm of ovary	Prefer not to answer	0.12	2.0	1608.0
187.1	Malignant neoplasm of unspecified male genital organ	Prefer not to answer	0.0	0.0	1621.0
185.0	Cancer of prostate	Prefer not to answer	2.17	34.0	1534.0
187.2	Malignant neoplasm of testis	Prefer not to answer	0.12	2.0	1621.0
189.11	Malignant neoplasm of kidney, except pelvis	Prefer not to answer	0.24	4.0	1639.0
189.12	Malignant neoplasm of renal pelvis	Prefer not to answer	0.06	1.0	1639.0
189.4	Malignant neoplasm of other urinary organs	Prefer not to answer	0.0	0.0	1639.0
189.21	Malignant neoplasm of bladder	Prefer not to answer	0.61	10.0	1639.0
190.0	Cancer of eye	Prefer not to answer	0.06	1.0	1649.0
191.1	Cancer of brain and nervous system	Prefer not to answer	0.0	0.0	1649.0
191.11	Cancer of brain	Prefer not to answer	0.42	7.0	1649.0
193.0	Thyroid cancer	Prefer not to answer	0.06	1.0	1649.0
194.0	Cancer of other endocrine glands	Prefer not to answer	0.18	3.0	1649.0
198.1	Secondary malignancy of lymph nodes	Prefer not to answer	1.81	27.0	1461.0
198.0	Secondary malignant neoplasm	Prefer not to answer	0.54	8.0	1461.0
198.2	Secondary malignancy of respiratory organs	Prefer not to answer	1.02	15.0	1461.0
198.3	Secondary malignant neoplasm of digestive systems	Prefer not to answer	0.41	6.0	1461.0
198.4	Secondary malignant neoplasm of liver	Prefer not to answer	1.28	19.0	1461.0
198.7	Secondary malignant neoplasm of skin	Prefer not to answer	0.07	1.0	1461.0
198.5	Secondary malignancy of brain/spine	Prefer not to answer	0.41	6.0	1461.0
198.6	Secondary malignancy of bone	Prefer not to answer	1.02	15.0	1461.0
201.0	Hodgkin's disease	Prefer not to answer	0.12	2.0	1633.0
202.21	Nodular lymphoma	Prefer not to answer	0.24	4.0	1633.0
202.23	Lymphosarcoma	Prefer not to answer	0.0	0.0	1633.0
202.24	Large cell lymphoma	Prefer not to answer	0.43	7.0	1633.0
204.4	Multiple myeloma	Prefer not to answer	0.43	7.0	1633.0
270.35	Macroglobulinemia	Prefer not to answer	0.06	1.0	1658.0
200.0	Myeloproliferative disease	Prefer not to answer	0.24	4.0	1633.0
204.0	Leukemia	Prefer not to answer	0.0	0.0	1633.0
204.1	Lymphoid leukemia	Prefer not to answer	0.0	0.0	1633.0
204.11	Lymphoid leukemia, acute	Prefer not to answer	0.06	1.0	1633.0
204.12	Lymphoid leukemia, chronic	Prefer not to answer	0.12	2.0	1633.0
204.2	Myeloid leukemia	Prefer not to answer	0.0	0.0	1633.0
204.21	Myeloid leukemia, acute	Prefer not to answer	0.0	0.0	1633.0
204.22	Myeloid leukemia, chronic	Prefer not to answer	0.0	0.0	1633.0
204.3	Monocytic leukemia	Prefer not to answer	0.0	0.0	1633.0
202.0	Cancer of other lymphoid, histiocytic tissue	Prefer not to answer	0.67	11.0	1633.0
277.0	Other disorders of metabolism	Prefer not to answer	0.6	10.0	1648.0
172.3	Carcinoma in situ of skin	Prefer not to answer	0.12	2.0	1612.0
174.1	Breast cancer [female]	Prefer not to answer	0.37	6.0	1602.0
195.0	Cancer, suspected or other	Prefer not to answer	0.68	10.0	1461.0
187.0	Cancer of other male genital organs	Prefer not to answer	0.25	4.0	1621.0
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	Prefer not to answer	0.32	5.0	1559.0
189.2	Cancer of bladder	Prefer not to answer	0.06	1.0	1639.0
189.0	Cancer of urinary organs (incl. kidney and bladder)	Prefer not to answer	0.91	15.0	1639.0
210.0	Benign neoplasm of lip, oral cavity, and pharynx	Prefer not to answer	0.18	3.0	1655.0
208.0	Benign neoplasm of colon	Prefer not to answer	5.9	97.0	1548.0
211.0	Benign neoplasm of other parts of digestive system	Prefer not to answer	1.73	28.0	1589.0
229.0	Benign neoplasm of unspecified sites	Prefer not to answer	0.72	12.0	1648.0
212.0	Benign neoplasm of respiratory and intrathoracic organs	Prefer not to answer	0.3	5.0	1656.0
213.0	Benign neoplasm of bone and articular cartilage	Prefer not to answer	0.07	1.0	1482.0
214.0	Lipoma	Prefer not to answer	0.61	10.0	1622.0
214.1	Lipoma of skin and subcutaneous tissue	Prefer not to answer	1.7	28.0	1622.0
228.0	Hemangioma and lymphangioma, any site	Prefer not to answer	0.36	6.0	1655.0
215.0	Other benign neoplasm of connective and other soft tissue	Prefer not to answer	0.18	3.0	1622.0
199.0	Neoplasm of uncertain behavior	Prefer not to answer	0.54	8.0	1461.0
216.0	Benign neoplasm of skin	Prefer not to answer	2.17	36.0	1621.0
610.4	Benign neoplasm of breast	Prefer not to answer	0.24	4.0	1634.0
218.1	Uterine leiomyoma	Prefer not to answer	3.41	56.0	1587.0
218.2	Other benign neoplasm of uterus	Prefer not to answer	0.06	1.0	1587.0
221.0	Benign neoplasm of other female genital organs	Prefer not to answer	0.06	1.0	1553.0
222.0	Benign neoplasm of male genital organs	Prefer not to answer	0.0	0.0	1621.0
223.0	Benign neoplasm of kidney and other urinary organs	Prefer not to answer	0.13	2.0	1482.0
224.0	Benign neoplasm of eye	Prefer not to answer	0.0	0.0	1649.0
224.1	Benign neoplasm of eye, uveal	Prefer not to answer	0.06	1.0	1649.0
225.1	Benign neoplasm of brain, cranial nerves, meninges	Prefer not to answer	0.12	2.0	1649.0
225.2	Benign neoplasm of spinal cord, meninges	Prefer not to answer	0.0	0.0	1649.0
225.0	Benign neoplasm of brain and other parts of nervous system	Prefer not to answer	0.0	0.0	1649.0
226.0	Benign neoplasm of thyroid glands	Prefer not to answer	0.06	1.0	1649.0
227.1	Benign neoplasm of adrenal gland	Prefer not to answer	0.0	0.0	1649.0
227.2	Benign neoplasm of parathyroid gland	Prefer not to answer	0.18	3.0	1649.0
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Prefer not to answer	0.3	5.0	1649.0
227.0	Benign neoplasm of other endocrine glands and related structures	Prefer not to answer	0.0	0.0	1649.0
229.1	Benign neoplasm of lymph nodes	Prefer not to answer	0.06	1.0	1648.0
158.0	Neoplasm of unspecified nature of digestive system	Prefer not to answer	0.31	5.0	1583.0
184.0	Cancer of other female genital organs	Prefer not to answer	0.0	0.0	1608.0
187.8	Neoplasm of uncertain behavior of male genital organs	Prefer not to answer	0.06	1.0	1621.0
191.0	Manlignant and unknown neoplasms of brain and nervous system	Prefer not to answer	0.18	3.0	1649.0
270.32	Paraproteinemia	Prefer not to answer	0.18	3.0	1658.0
173.0	Neoplasm of uncertain behavior of skin	Prefer not to answer	0.0	0.0	1612.0
174.3	Neoplasm of uncertain behavior of breast	Prefer not to answer	0.0	0.0	1602.0
280.1	Iron deficiency anemias, unspecified or not due to blood loss	Prefer not to answer	3.55	57.0	1549.0
280.2	Iron deficiency anemia secondary to blood loss (chronic)	Prefer not to answer	0.13	2.0	1549.0
281.12	Other vitamin B12 deficiency anemia	Prefer not to answer	0.13	2.0	1549.0
281.11	Pernicious anemia	Prefer not to answer	0.32	5.0	1549.0
281.13	Folate-deficiency anemia	Prefer not to answer	0.26	4.0	1549.0
281.0	Other deficiency anemia	Prefer not to answer	0.0	0.0	1549.0
281.1	Megaloblastic anemia	Prefer not to answer	0.0	0.0	1549.0
281.9	Deficiency anemias	Prefer not to answer	0.0	0.0	1549.0
282.9	Other hereditary hemolytic anemias	Prefer not to answer	0.06	1.0	1549.0
282.8	Other hemoglobinopathies	Prefer not to answer	0.06	1.0	1549.0
282.5	Sickle cell anemia	Prefer not to answer	0.45	7.0	1549.0
289.0	Other diseases of blood and blood-forming organs	Prefer not to answer	0.25	4.0	1611.0
283.0	Acquired hemolytic anemias	Prefer not to answer	0.0	0.0	1549.0
283.1	Autoimmune hemolytic anemias	Prefer not to answer	0.06	1.0	1549.0
283.2	Non-autoimmune hemolytic anemias	Prefer not to answer	0.0	0.0	1549.0
283.21	Hemolytic-uremic syndrome	Prefer not to answer	0.0	0.0	1549.0
285.8	Hemoglobinuria	Prefer not to answer	0.0	0.0	1549.0
284.0	Aplastic anemia	Prefer not to answer	0.26	4.0	1549.0
284.2	Constitutional aplastic anemia	Prefer not to answer	0.0	0.0	1549.0
285.1	Acute posthemorrhagic anemia	Prefer not to answer	0.13	2.0	1549.0
285.22	Anemia in neoplastic disease	Prefer not to answer	0.0	0.0	1549.0
285.2	Anemia of chronic disease	Prefer not to answer	0.13	2.0	1549.0
285.0	Other anemias	Prefer not to answer	4.03	65.0	1549.0
285.3	Sideroblastic anemia	Prefer not to answer	0.0	0.0	1549.0
286.6	Defibrination syndrome	Prefer not to answer	0.0	0.0	1644.0
286.13	Congenital factor VIII disorder	Prefer not to answer	0.0	0.0	1644.0
286.1	Congenital coagulation defects	Prefer not to answer	0.06	1.0	1644.0
286.7	Other and unspecified coagulation defects	Prefer not to answer	0.18	3.0	1644.0
286.11	Von willebrand's disease	Prefer not to answer	0.06	1.0	1644.0
286.12	Congenital deficiency of other clotting factors (including factor VII)	Prefer not to answer	0.0	0.0	1644.0
286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants	Prefer not to answer	0.0	0.0	1644.0
286.4	Acquired coagulation factor deficiency	Prefer not to answer	0.06	1.0	1644.0
287.0	Purpura and other hemorrhagic conditions	Prefer not to answer	0.0	0.0	1644.0
287.2	Allergic purpura	Prefer not to answer	0.0	0.0	1644.0
287.4	Qualitative platelet defects	Prefer not to answer	0.0	0.0	1644.0
287.31	Primary thrombocytopenia	Prefer not to answer	0.18	3.0	1644.0
287.32	Secondary thrombocytopenia	Prefer not to answer	0.0	0.0	1644.0
287.3	Thrombocytopenia	Prefer not to answer	0.54	9.0	1644.0
288.11	Neutropenia	Prefer not to answer	1.1	18.0	1611.0
288.0	Diseases of white blood cells	Prefer not to answer	0.31	5.0	1611.0
288.3	Eosinophilia	Prefer not to answer	0.0	0.0	1611.0
289.5	Diseases of spleen	Prefer not to answer	0.12	2.0	1611.0
289.9	Abnormality of red blood cells	Prefer not to answer	0.0	0.0	1611.0
279.1	Immunity deficiency	Prefer not to answer	0.12	2.0	1656.0
279.11	Deficiency of humoral immunity	Prefer not to answer	0.12	2.0	1656.0
277.2	Other disorders of purine and pyrimidine metabolism	Prefer not to answer	0.0	0.0	1648.0
279.8	Other specified disorders involving the immune mechanism	Prefer not to answer	0.0	0.0	1656.0
697.0	Sarcoidosis	Prefer not to answer	0.36	6.0	1639.0
270.31	Polyclonal hypergammaglobulinemia	Prefer not to answer	0.0	0.0	1658.0
279.0	Disorders involving the immune mechanism	Prefer not to answer	0.0	0.0	1656.0
244.5	Congenital hypothyroidism	Prefer not to answer	0.0	0.0	1575.0
240.0	Simple and unspecified goiter	Prefer not to answer	0.06	1.0	1575.0
241.2	Nontoxic multinodular goiter	Prefer not to answer	0.13	2.0	1575.0
244.2	Acquired hypothyroidism	Prefer not to answer	0.06	1.0	1575.0
244.1	Secondary hypothyroidism	Prefer not to answer	0.69	11.0	1575.0
246.0	Other disorders of thyroid	Prefer not to answer	0.13	2.0	1575.0
348.7	Coma	Prefer not to answer	0.19	3.0	1580.0
244.4	Hypothyroidism NOS	Prefer not to answer	4.26	70.0	1575.0
241.1	Nontoxic uninodular goiter	Prefer not to answer	0.13	2.0	1575.0
241.0	Nontoxic nodular goiter	Prefer not to answer	0.0	0.0	1575.0
242.0	Thyrotoxicosis with or without goiter	Prefer not to answer	0.51	8.0	1575.0
242.1	Graves' disease	Prefer not to answer	0.13	2.0	1575.0
242.2	Toxic multinodular goiter	Prefer not to answer	0.06	1.0	1575.0
253.1	Pituitary hyperfunction	Prefer not to answer	0.06	1.0	1639.0
245.0	Thyroiditis	Prefer not to answer	0.0	0.0	1575.0
245.1	Thyroiditis, acute and subacute	Prefer not to answer	0.0	0.0	1575.0
245.2	Chronic thyroiditis	Prefer not to answer	0.0	0.0	1575.0
245.21	Chronic lymphocytic thyroiditis	Prefer not to answer	0.06	1.0	1575.0
250.1	Type 1 diabetes	Prefer not to answer	1.65	25.0	1491.0
250.11	Type 1 diabetes with ketoacidosis	Prefer not to answer	0.2	3.0	1491.0
250.12	Type 1 diabetes with renal manifestations	Prefer not to answer	0.07	1.0	1491.0
250.23	Type 2 diabetes with ophthalmic manifestations	Prefer not to answer	0.6	9.0	1491.0
250.7	Diabetic retinopathy	Prefer not to answer	0.69	11.0	1588.0
250.13	Type 1 diabetes with ophthalmic manifestations	Prefer not to answer	0.07	1.0	1491.0
250.14	Type 1 diabetes with neurological manifestations	Prefer not to answer	0.13	2.0	1491.0
250.24	Type 2 diabetes with neurological manifestations	Prefer not to answer	0.47	7.0	1491.0
443.7	Peripheral angiopathy in diseases classified elsewhere	Prefer not to answer	0.37	6.0	1607.0
250.2	Type 2 diabetes	Prefer not to answer	9.8	162.0	1491.0
250.21	Type 2 diabetes with ketoacidosis	Prefer not to answer	0.13	2.0	1491.0
250.22	Type 2 diabetes with renal manifestations	Prefer not to answer	0.2	3.0	1491.0
260.2	severe protein-calorie malnutrition	Prefer not to answer	0.0	0.0	1634.0
249.0	Secondary diabetes mellitus	Prefer not to answer	0.0	0.0	1491.0
251.1	Hypoglycemia	Prefer not to answer	0.54	8.0	1478.0
251.0	Other disorders of pancreatic internal secretion	Prefer not to answer	0.0	0.0	1639.0
251.8	Abnormality of secretion of glucagon or gastrin	Prefer not to answer	0.0	0.0	1639.0
252.2	Hypoparathyroidism	Prefer not to answer	0.06	1.0	1639.0
275.5	Disorders of calcium/phosphorus metabolism	Prefer not to answer	0.48	8.0	1644.0
252.1	Hyperparathyroidism	Prefer not to answer	0.43	7.0	1639.0
252.0	Disorders of parathyroid gland	Prefer not to answer	0.0	0.0	1639.0
253.11	Acromegaly and gigantism	Prefer not to answer	0.0	0.0	1639.0
253.7	Other disorders of neurohypophysis	Prefer not to answer	0.06	1.0	1639.0
253.2	Pituitary hypofunction	Prefer not to answer	0.18	3.0	1639.0
258.0	Iatrogenic endocrine disorders	Prefer not to answer	0.06	1.0	1639.0
253.3	Diabetes insipidus	Prefer not to answer	0.06	1.0	1639.0
253.0	Disorders of the pituitary gland and its hypothalamic control	Prefer not to answer	0.12	2.0	1639.0
255.11	Cushing's syndrome	Prefer not to answer	0.0	0.0	1639.0
255.3	Adrenogenital disorders	Prefer not to answer	0.0	0.0	1639.0
255.12	Hyperaldosteronism	Prefer not to answer	0.0	0.0	1639.0
255.1	Adrenal hyperfunction	Prefer not to answer	0.0	0.0	1639.0
255.21	Glucocorticoid deficiency	Prefer not to answer	0.06	1.0	1639.0
255.13	Medulloadrenal hyperfunction	Prefer not to answer	0.0	0.0	1639.0
255.0	Disorders of adrenal glands	Prefer not to answer	0.0	0.0	1639.0
256.0	Ovarian dysfunction	Prefer not to answer	0.0	0.0	1639.0
256.4	Polycystic ovaries	Prefer not to answer	0.0	0.0	1639.0
