PheCode	Phenotype	Socio-economic Quintile	Prevalence	Cases	Controls
426.3	Bundle branch block	Total	0.1	479.0	458792.0
426.31	Right bundle branch block	Total	0.56	2606.0	458792.0
426.25	Other heart block	Total	0.04	184.0	458792.0
426.4	Anomalous atrioventricular excitation	Total	0.06	295.0	458792.0
426.8	Other cardiac conduction disorders	Total	0.02	100.0	458792.0
426.0	Cardiac conduction disorders	Total	0.05	241.0	458792.0
427.42	Cardiac arrest	Total	0.35	1606.0	458792.0
427.1	Paroxysmal tachycardia, unspecified	Total	0.03	157.0	458792.0
427.12	Paroxysmal ventricular tachycardia	Total	0.3	1381.0	458792.0
427.11	Paroxysmal supraventricular tachycardia	Total	0.74	3406.0	458792.0
427.2	Atrial fibrillation and flutter	Total	4.51	21671.0	458792.0
427.41	Ventricular fibrillation and flutter	Total	0.11	513.0	458792.0
427.61	Supraventricular premature beats	Total	0.04	195.0	458792.0
427.6	Premature beats	Total	0.23	1048.0	458792.0
427.3	Other specified cardiac dysrhythmias	Total	1.08	5031.0	458792.0
427.8	Sinoatrial node dysfunction (Bradycardia)	Total	0.15	692.0	458792.0
427.5	Arrhythmia (cardiac) NOS	Total	0.31	1407.0	458792.0
428.2	Heart failure NOS	Total	1.41	7014.0	490466.0
428.1	Congestive heart failure (CHF) NOS	Total	0.73	3584.0	490466.0
416.0	Cardiomegaly	Total	0.89	4397.0	490240.0
430.1	Subarachnoid hemorrhage	Total	0.22	1084.0	485596.0
459.9	Circulatory disease NEC	Total	5.1	25141.0	467602.0
430.2	Intracerebral hemorrhage	Total	0.23	1126.0	485596.0
430.3	Subdural hemorrhage	Total	0.09	443.0	485596.0
430.0	Intracranial hemorrhage	Total	0.04	179.0	485596.0
433.2	Occlusion of cerebral arteries	Total	0.92	4496.0	485596.0
433.21	Cerebral artery occlusion, with cerebral infarction	Total	0.56	2727.0	485596.0
433.11	Occlusion of cerebral arteries, with cerebral infarction	Total	0.04	207.0	485596.0
433.1	Occlusion and stenosis of precerebral arteries	Total	0.31	1517.0	485596.0
433.3	Cerebral ischemia	Total	0.36	1745.0	485596.0
442.4	Arterial dissection	Total	0.01	65.0	488142.0
433.5	Cerebral aneurysm	Total	0.11	542.0	485596.0
433.12	Cerebral atherosclerosis	Total	0.08	394.0	485596.0
433.32	Moyamoya disease	Total	0.0	3.0	485596.0
433.8	Late effects of cerebrovascular disease	Total	0.41	1999.0	485596.0
440.9	Atherosclerosis of aorta	Total	0.05	250.0	488142.0
440.1	Atherosclerosis of renal artery	Total	0.02	110.0	488142.0
440.2	Atherosclerosis of the extremities	Total	0.13	655.0	488142.0
442.1	Aortic aneurysm	Total	0.19	927.0	488142.0
442.11	Abdominal aortic aneurysm	Total	0.29	1423.0	488142.0
442.0	Other aneurysm	Total	0.01	45.0	488142.0
442.8	Aneurysm of other specified artery	Total	0.07	324.0	488142.0
442.2	Aneurysm of iliac artery	Total	0.03	153.0	488142.0
442.3	Aneurysm of artery of lower extremity	Total	0.05	249.0	488142.0
443.8	Other specified peripheral vascular diseases	Total	0.01	67.0	488142.0
443.1	Raynaud's syndrome	Total	0.36	1784.0	488142.0
446.1	Thromboangiitis obliterans	Total	0.0	17.0	488142.0
443.9	Peripheral vascular disease, unspecified	Total	0.8	3930.0	488142.0
444.0	Arterial embolism and thrombosis	Total	0.12	606.0	488142.0
444.2	Embolism and thrombosis of abdominal aorta	Total	0.01	44.0	488142.0
444.1	Arterial embolism and thrombosis of lower extremity artery	Total	0.16	790.0	488142.0
447.0	Other disorders of arteries and arterioles	Total	0.17	822.0	488142.0
447.1	Stricture of artery	Total	0.25	1217.0	488142.0
446.9	Arteritis NOS	Total	0.08	389.0	488142.0
448.0	Disease of capillaries	Total	0.04	174.0	488142.0
217.1	Nevus, non-neoplastic	Total	0.16	790.0	488548.0
451.0	Phlebitis and thrombophlebitis	Total	0.12	518.0	449158.0
451.2	Phlebitis and thrombophlebitis of lower extremities	Total	1.11	5035.0	449158.0
452.0	Other venous embolism and thrombosis	Total	0.19	839.0	449158.0
454.1	Varicose veins of lower extremity	Total	2.88	13339.0	449158.0
454.11	Varicose veins of lower extremity, symptomtic	Total	0.23	1047.0	449158.0
455.0	Hemorrhoids	Total	6.6	31735.0	449158.0
530.2	Esophageal bleeding (varices/hemorrhage)	Total	0.58	2592.0	442592.0
454.0	Varicose veins	Total	0.15	690.0	449158.0
452.8	Postphlebitic syndrome	Total	0.0	19.0	449158.0
459.0	Other disorders of circulatory system	Total	0.04	201.0	467602.0
456.0	Chronic venous insufficiency [CVI]	Total	0.08	343.0	449158.0
289.4	Lymphadenitis	Total	0.81	3971.0	489304.0
450.0	Noninfectious disorders of lymphatic channels	Total	0.24	1203.0	499225.0
458.9	Hypotension NOS	Total	1.28	6051.0	467602.0
458.1	Orthostatic hypotension	Total	0.51	2419.0	467602.0
458.2	Iatrogenic hypotension	Total	0.08	362.0	467602.0
429.1	Heart transplant/surgery	Total	0.02	79.0	490466.0
464.0	Acute sinusitis	Total	0.05	268.0	496898.0
465.2	Acute pharyngitis	Total	0.25	1257.0	496898.0
474.1	Acute tonsillitis	Total	0.16	779.0	475549.0
465.4	Acute laryngitis and tracheitis	Total	0.04	214.0	496898.0
483.0	Acute bronchitis and bronchiolitis	Total	0.07	335.0	483389.0
481.0	Influenza	Total	0.13	648.0	483389.0
480.11	Pneumococcal pneumonia	Total	2.01	9932.0	483389.0
480.12	Pseudomonal pneumonia	Total	0.03	143.0	483389.0
480.5	Bronchopneumonia and lung abscess	Total	0.12	603.0	483389.0
503.0	Pulmonary congestion and hypostasis	Total	0.16	778.0	482092.0
519.8	Other diseases of respiratory system, NEC	Total	2.74	13707.0	485913.0
476.0	Allergic rhinitis	Total	0.4	1886.0	475549.0
472.0	Chronic pharyngitis and nasopharyngitis	Total	0.26	1237.0	475549.0
475.0	Chronic sinusitis	Total	0.7	3364.0	475549.0
471.0	Nasal polyps	Total	0.86	4114.0	475549.0
479.0	Other upper respiratory disease	Total	1.11	5349.0	475549.0
470.0	Septal Deviations/Turbinate Hypertrophy	Total	1.25	6011.0	475549.0
474.2	Chronic tonsillitis and adenoiditis	Total	0.28	1339.0	475549.0
474.0	Acute and chronic tonsillitis	Total	0.12	556.0	475549.0
473.1	Chronic laryngitis	Total	0.02	114.0	475549.0
473.3	Paralysis/spasm of vocal cords or larynx	Total	0.09	407.0	475549.0
473.0	Diseases of the larynx and vocal cords	Total	0.43	2070.0	475549.0
497.0	Bronchitis	Total	0.2	926.0	452084.0
496.2	Chronic bronchitis	Total	0.1	463.0	452084.0
496.1	Emphysema	Total	0.61	2762.0	452084.0
496.21	Obstructive chronic bronchitis	Total	0.97	4418.0	452084.0
496.0	Chronic airway obstruction	Total	2.59	12028.0	452084.0
495.0	Asthma	Total	7.59	37138.0	452084.0
495.2	Asthma with exacerbation	Total	0.08	380.0	452084.0
496.3	Bronchiectasis	Total	0.69	3140.0	452084.0
500.2	Pneumoconiosis	Total	0.08	378.0	482092.0
500.1	Extrinsic allergic alveolitis	Total	0.02	120.0	482092.0
500.0	Lung disease due to external agents	Total	0.03	163.0	482092.0
501.0	Pneumonitis due to inhalation of food or vomitus	Total	0.23	1114.0	482092.0
509.2	Respiratory insufficiency	Total	0.55	2675.0	482092.0
505.0	Other pulmonary inflamation or edema	Total	0.02	89.0	482092.0
502.0	Postinflammatory pulmonary fibrosis	Total	0.31	1499.0	482092.0
506.0	Empyema and pneumothorax	Total	0.35	1702.0	482092.0
507.0	Pleurisy; pleural effusion	Total	2.08	10264.0	482092.0
509.3	Pulmonary insufficiency or respiratory failure following trauma and surgery	Total	0.0	12.0	482092.0
519.2	Respiratory complications	Total	0.09	414.0	485913.0
509.1	Respiratory failure	Total	0.64	3085.0	482092.0
508.0	Pulmonary collapse; interstitial and compensatory emphysema	Total	0.74	3571.0	482092.0
510.0	Other diseases of lung	Total	0.29	1465.0	498910.0
513.8	Disorders of diaphragm	Total	0.05	240.0	499660.0
519.0	Other diseases of respiratory system, not elsewhere classified	Total	0.03	136.0	485913.0
714.1	Rheumatoid arthritis	Total	0.8	3997.0	494646.0
520.0	Disorders of tooth development	Total	0.01	47.0	485832.0
520.1	Hereditary disturbances in tooth structure	Total	0.01	57.0	485832.0
520.2	Disturbances in tooth eruption	Total	0.52	2548.0	485832.0
521.1	Dental caries	Total	0.96	4732.0	485832.0
521.2	Dental abrasion, erosion and attrition	Total	0.0	13.0	485832.0
521.4	Tooth complications likely association with other diseases	Total	0.01	31.0	485832.0
523.0	Gingival and periodontal diseases	Total	0.14	668.0	485832.0
521.0	Diseases of hard tissues of teeth	Total	0.01	29.0	485832.0
522.0	Diseases of pulp and periapical tissues	Total	0.16	774.0	485832.0
522.1	Pulpitis and necrosis of tooth pulp	Total	0.02	73.0	485832.0
523.31	Acute periodontitis	Total	0.04	194.0	485832.0
523.32	Chronic periodontitis	Total	0.32	1539.0	485832.0
522.5	Periapical abscess	Total	0.35	1708.0	485832.0
523.1	Gingivitis	Total	0.03	156.0	485832.0
523.3	Periodontitis (acute or chronic)	Total	0.0	11.0	485832.0
526.3	Anomalies of jaw size/symmetry	Total	0.02	80.0	485832.0
524.3	Anomalies of tooth position/malocclusion	Total	0.08	392.0	485832.0
524.0	Dentofacial anomalies, including malocclusion	Total	0.01	48.0	485832.0
526.41	Temporomandibular joint disorder, unspecified	Total	0.07	328.0	485832.0
525.0	Other diseases of the teeth and supporting structures	Total	0.77	3781.0	485832.0
525.2	Atrophy of edentulous alveolar ridge	Total	0.02	86.0	485832.0
526.1	Cysts of the jaws	Total	0.09	431.0	485832.0
706.2	Sebaceous cyst	Total	2.17	10846.0	488374.0
528.4	Cysts of oral soft tissues	Total	0.01	37.0	492610.0
526.9	Jaw disease NOS	Total	0.07	340.0	485832.0
526.0	Diseases of the jaws	Total	0.0	9.0	485832.0
526.5	Inflammatory conditions of jaw	Total	0.03	163.0	485832.0
527.0	Diseases of the salivary glands	Total	0.03	136.0	492610.0
527.1	Hypertrophy of salivary gland	Total	0.02	99.0	492610.0
527.2	Sialoadenitis	Total	0.1	497.0	492610.0
528.3	Cellulitis and abscess of oral soft tissues	Total	0.05	250.0	492610.0
528.7	Sialolithiasis	Total	0.08	378.0	492610.0
528.41	Cyst of the salivary gland	Total	0.03	130.0	492610.0
527.7	Disturbance of salivary secretion	Total	0.02	101.0	492610.0
527.8	Other specified diseases of the salivary glands	Total	0.04	175.0	492610.0
528.12	Oral aphthae	Total	0.02	108.0	492610.0
528.11	Stomatitis and mucositis (ulcerative)	Total	0.12	603.0	492610.0
681.2	Cellulitis and abscess of face/neck	Total	0.14	701.0	484382.0
528.5	Diseases of lips	Total	0.19	957.0	492610.0
528.6	Leukoplakia of oral mucosa	Total	0.09	450.0	492610.0
529.0	Diseases and other conditions of the tongue	Total	0.27	1328.0	492610.0
529.6	Glossodynia	Total	0.01	38.0	492610.0
530.1	Esophagitis, GERD and related diseases	Total	2.83	12891.0	442592.0
530.11	GERD	Total	5.05	23564.0	442592.0
530.14	Reflux esophagitis	Total	3.24	14827.0	442592.0
530.5	Disorders of esophageal motility	Total	0.21	928.0	442592.0
530.12	Ulcer of esophagus	Total	1.5	6756.0	442592.0
530.3	Stricture and stenosis of esophagus	Total	0.64	2834.0	442592.0
530.0	Diseases of esophagus	Total	0.2	871.0	442592.0
530.6	Diverticulum of esophagus, acquired	Total	0.06	250.0	442592.0
530.7	Gastroesophageal laceration-hemorrhage syndrome	Total	0.1	440.0	442592.0
531.2	Gastric ulcer	Total	1.22	6045.0	489950.0
531.1	Hemorrhage from gastrointestinal ulcer	Total	0.19	909.0	489950.0
531.3	Duodenal ulcer	Total	0.8	3948.0	489950.0
531.4	Peptic ulcer, site unspecified	Total	0.12	582.0	489950.0
531.5	Gastrojejunal ulcer	Total	0.01	63.0	489950.0
535.0	Gastritis and duodenitis	Total	5.3	25473.0	455544.0
535.1	Acute gastritis	Total	0.37	1701.0	455544.0
535.8	Other specified gastritis	Total	2.7	12663.0	455544.0
535.2	Atrophic gastritis	Total	0.12	549.0	455544.0
535.6	Duodenitis	Total	2.3	10723.0	455544.0
785.0	Abdominal pain	Total	11.16	55846.0	444582.0
537.0	Other disorders of stomach and duodenum	Total	1.11	5112.0	455544.0
536.0	Disorders of function of stomach	Total	0.0	17.0	455544.0
540.11	Acute appendicitis	Total	0.57	2844.0	496614.0
540.1	Appendicitis	Total	0.15	729.0	496614.0
540.0	Appendiceal conditions	Total	0.07	362.0	496614.0
550.1	Inguinal hernia	Total	4.6	20970.0	434812.0
550.3	Femoral hernia	Total	0.2	873.0	434812.0
550.4	Umbilical hernia	Total	1.22	5353.0	434812.0
550.5	Ventral hernia	Total	1.12	4908.0	434812.0
550.0	Abdominal hernia	Total	1.16	5087.0	434812.0
550.2	Diaphragmatic hernia	Total	8.26	39144.0	434812.0
555.1	Regional enteritis	Total	0.6	2368.0	394601.0
555.2	Ulcerative colitis	Total	1.02	4079.0	394601.0
555.21	Ulcerative colitis (chronic)	Total	0.2	801.0	394601.0
990.0	Effects radiation NOS	Total	1.15	5713.0	490223.0
569.1	Toxic gastroenteritis and colitis	Total	0.07	314.0	469177.0
561.1	Diarrhea	Total	0.2	783.0	394601.0
558.0	Noninfectious gastroenteritis	Total	4.86	20158.0	394601.0
441.0	Vascular insufficiency of intestine	Total	0.1	484.0	488142.0
441.1	Acute vascular insufficiency of intestine	Total	0.08	402.0	488142.0
441.2	Chronic vascular insufficiency of intestine	Total	0.01	70.0	488142.0
569.0	Other disorders of intestine	Total	1.13	5358.0	469177.0
560.1	Paralytic ileus	Total	0.22	858.0	394601.0
560.4	Other intestinal obstruction	Total	1.23	4905.0	394601.0
560.2	Impaction of intestine	Total	0.11	428.0	394601.0
560.3	Peritoneal or intestinal adhesions	Total	0.33	1290.0	394601.0
562.1	Diverticulosis	Total	9.4	40964.0	394601.0
564.1	Irritable Bowel Syndrome	Total	2.03	8169.0	394601.0
564.0	Functional digestive disorders	Total	0.3	1187.0	394601.0
563.0	Constipation	Total	4.05	16652.0	394601.0
565.0	Anal and rectal conditions	Total	2.39	11512.0	469177.0
565.1	Anal and rectal polyp	Total	2.28	10966.0	469177.0
578.8	Hemorrhage of rectum and anus	Total	3.6	17395.0	466397.0
556.0	Ulceration of the lower GI tract	Total	0.15	611.0	394601.0
567.0	Peritonitis and retroperitoneal infections	Total	0.27	1292.0	469177.0
556.1	Ulceration of intestine	Total	0.28	1093.0	394601.0
568.0	Other disorders of peritoneum	Total	0.07	351.0	469177.0
568.1	Peritoneal adhesions (postoperative) (postinfection)	Total	1.05	4971.0	469177.0
317.11	Alcoholic liver damage	Total	0.26	1201.0	458340.0
571.8	Liver abscess and sequelae of chronic liver disease	Total	0.18	900.0	486179.0
70.9	Hepatitis NOS	Total	0.14	706.0	492293.0
573.0	Other disorders of liver	Total	0.52	2533.0	486179.0
70.4	Chronic hepatitis	Total	0.08	393.0	492293.0
571.51	Cirrhosis of liver without mention of alcohol	Total	0.22	1073.0	486179.0
571.5	Other chronic nonalcoholic liver disease	Total	0.58	2848.0	486179.0
571.6	Primary biliary cirrhosis	Total	0.07	362.0	486179.0
573.1	Chronic passive congestion of liver	Total	0.01	33.0	486179.0
573.4	Acute and subacute necrosis of liver	Total	0.0	3.0	486179.0
571.81	Portal hypertension	Total	0.18	877.0	486179.0
574.1	Cholelithiasis	Total	2.48	12098.0	476419.0
574.11	Cholelithiasis with acute cholecystitis	Total	0.47	2227.0	476419.0
574.12	Cholelithiasis with other cholecystitis	Total	1.55	7484.0	476419.0
574.2	Calculus of bile duct	Total	0.76	3635.0	476419.0
574.3	Cholecystitis without cholelithiasis	Total	0.78	3730.0	476419.0
575.7	Other disorders of gallbladder	Total	0.42	2018.0	476419.0
575.6	Cholesterolosis of gallbladder	Total	0.13	619.0	476419.0
575.8	Other disorders of biliary tract	Total	0.33	1578.0	476419.0
575.1	Cholangitis	Total	0.17	821.0	476419.0
575.2	Obstruction of bile duct	Total	0.26	1245.0	476419.0
577.2	Chronic pancreatitis	Total	0.15	736.0	497285.0
577.3	Cyst and pseudocyst of pancreas	Total	0.11	571.0	497285.0
577.0	Diseases of pancreas	Total	0.18	900.0	497285.0
557.0	Intestinal malabsorption (non-celiac)	Total	0.11	429.0	394601.0
557.1	Celiac disease	Total	0.62	2476.0	394601.0
569.2	Gastrointestinal complications	Total	0.15	720.0	469177.0
539.0	Bariatric surgery	Total	0.01	59.0	500369.0
853.0	Complication of colostomy or enterostomy	Total	0.16	747.0	476287.0
578.1	Hematemesis	Total	0.58	2713.0	466397.0
578.2	Blood in stool	Total	0.81	3788.0	466397.0
578.9	Hemorrhage of gastrointestinal tract	Total	1.89	9000.0	466397.0
695.8	Other specified erythematous conditions	Total	0.05	251.0	494289.0
686.2	Impetigo	Total	0.01	48.0	484382.0
681.0	Superficial cellulitis and abscess	Total	0.15	727.0	484382.0
681.1	Cellulitis and abscess of fingers/toes	Total	0.17	826.0	484382.0
681.5	Cellulitis and abscess of leg, except foot	Total	1.64	8082.0	484382.0
681.6	Cellulitis and abscess of foot, toe	Total	1.64	8082.0	484382.0
681.3	Cellulitis and abscess of arm/hand	Total	1.64	8082.0	484382.0
681.7	Cellulitis and abscess of trunk	Total	0.18	873.0	484382.0
686.3	Pilonidal cyst	Total	0.13	643.0	484382.0
686.5	Pyoderma	Total	0.01	68.0	484382.0
701.1	Keratoderma, acquired	Total	0.02	84.0	493586.0
702.0	Degenerative skin conditions and other dermatoses	Total	0.0	11.0	493566.0
701.0	Other hypertrophic and atrophic conditions of skin	Total	0.46	2277.0	493586.0
695.21	Dermatitis herpetiformis	Total	0.02	82.0	494289.0
695.1	Toxic erythema	Total	0.03	148.0	494289.0
695.2	Bullous dermatoses	Total	0.0	14.0	494289.0
939.0	Atopic/contact dermatitis due to other or unspecified	Total	0.67	3344.0	494278.0
690.1	Seborrheic dermatitis	Total	0.02	89.0	494289.0
949.1	Diaper or napkin rash	Total	0.0	7.0	494278.0
930.0	Allergic reaction to food	Total	0.06	273.0	494278.0
931.0	Contact dermatitis and other eczema due to plants [except food]	Total	0.0	6.0	494278.0
695.9	Unspecified erythematous condition	Total	0.15	729.0	494289.0
687.1	Rash and other nonspecific skin eruption	Total	0.66	3249.0	492407.0
695.7	Prurigo and Lichen	Total	0.22	1098.0	494289.0
698.0	Pruritus and related conditions	Total	0.23	1131.0	499297.0
705.1	Dyshidrosis	Total	0.0	15.0	488374.0
690.0	Erythematosquamous dermatosis	Total	0.01	34.0	494289.0
696.3	Pityriasis	Total	0.01	66.0	494289.0
696.2	Parapsoriasis	Total	0.01	25.0	494289.0
689.0	Disorder of skin and subcutaneous tissue NOS	Total	1.63	8142.0	492286.0
947.0	Urticaria	Total	0.17	837.0	494278.0
695.81	Erythema nodosum	Total	0.02	105.0	494289.0
938.1	Acute dermatitis due to solar radiation	Total	0.0	24.0	494278.0
938.0	Dermatitis due to solar radiation	Total	0.03	154.0	494278.0
938.2	Chronic dermatitis due to solar radiation	Total	0.08	377.0	494278.0
694.2	Other dyschromia	Total	0.23	1134.0	494289.0
703.0	Diseases of nail, NOS	Total	0.09	466.0	491981.0
703.1	Ingrowing nail	Total	0.22	1084.0	491981.0
731.0	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	Total	0.0	2.0	483416.0
704.11	Alopecia Areata	Total	0.01	26.0	491981.0
704.1	Alopecia	Total	0.04	208.0	491981.0
704.12	Telogen effluvium	Total	0.0	1.0	491981.0
704.8	Other specified diseases of hair and hair follicles	Total	0.02	102.0	491981.0
704.0	Diseases of hair and hair follicles	Total	1.33	6622.0	491981.0
704.2	Hirsutism	Total	0.01	38.0	491981.0
706.1	Acne	Total	0.02	103.0	488374.0
695.3	Rosacea	Total	0.09	452.0	494289.0
705.3	Hidradenitis	Total	0.05	247.0	488374.0
705.0	Disorders of sweat glands	Total	0.01	30.0	488374.0
694.1	Vitiligo	Total	0.02	101.0	494289.0
701.6	Acquired acanthosis nigricans	Total	0.03	150.0	493586.0
700.0	Corns and callosities	Total	0.08	415.0	493586.0
706.8	Other specified diseases of sebaceous glands	Total	0.0	6.0	488374.0
707.1	Decubitus ulcer	Total	0.08	377.0	498121.0
701.2	Scar conditions and fibrosis of skin	Total	0.63	3116.0	493586.0
701.4	Keloid scar	Total	0.07	358.0	493586.0
701.5	Abnormal granulation tissue	Total	0.13	622.0	493586.0
702.4	Degenerative skin disorders	Total	0.0	11.0	493566.0
686.4	Pyogenic granuloma	Total	0.1	488.0	484382.0
695.41	Cutaneous lupus erythematosus	Total	0.05	228.0	492583.0
701.3	Circumscribed scleroderma	Total	0.02	82.0	493586.0
694.3	Vascular disorders of skin	Total	0.04	192.0	494289.0
707.0	Chronic ulcer of skin	Total	0.4	1988.0	498121.0
711.1	Pyogenic arthritis	Total	0.02	86.0	458152.0
713.0	Arthropathy associated with other disorders classified elsewhere	Total	0.02	80.0	458152.0
716.9	Arthropathy NOS	Total	7.7	38209.0	458152.0
711.2	Reiter's disease	Total	0.01	27.0	458152.0
446.3	Hypersensitivity angiitis	Total	0.01	40.0	488142.0
714.0	Rheumatoid arthritis and other inflammatory polyarthropathies	Total	0.12	606.0	494646.0
714.2	Juvenile rheumatoid arthritis	Total	0.0	24.0	494646.0
715.2	Ankylosing spondylitis	Total	0.12	572.0	494646.0
274.1	Gout	Total	0.64	3193.0	496808.0
274.11	Gouty arthropathy	Total	0.01	41.0	496808.0
588.0	Disorders resulting from impaired renal function	Total	0.03	137.0	481142.0
274.2	Crystal arthropathies	Total	0.0	21.0	496808.0
274.21	Chondrocalcinosis	Total	0.08	394.0	496808.0
741.0	Symptoms and disorders of the joints	Total	0.14	704.0	497806.0
741.6	Villonodular synovitis	Total	0.0	13.0	497806.0
716.8	Palindromic rheumatism	Total	0.0	22.0	458152.0
836.0	Traumatic arthropathy	Total	0.07	325.0	492462.0
716.0	Other arthropathies	Total	0.02	96.0	458152.0
716.2	Unspecified monoarthritis	Total	4.88	23487.0	458152.0
740.9	Osteoarthrosis NOS	Total	1.76	8382.0	468627.0
713.5	Arthropathy associated with neurological disorders	Total	0.02	104.0	458152.0
740.2	Osteoarthrosis, generalized	Total	0.16	746.0	468627.0
740.1	Osteoarthritis; localized	Total	2.9	13979.0	468627.0
740.11	Osteoarthrosis, localized, primary	Total	2.43	11660.0	468627.0
740.12	Osteoarthrosis, localized, secondary	Total	0.08	368.0	468627.0
736.2	Acquired deformities of finger	Total	0.07	317.0	485349.0
735.3	Hallux valgus (Bunion)	Total	1.8	8918.0	485349.0
735.23	Hallux rigidus	Total	0.42	2024.0	485349.0
735.2	Acquired toe deformities	Total	0.6	2921.0	485349.0
735.21	Hammer toe (acquired)	Total	0.54	2656.0	485349.0
736.0	Other acquired deformities of limbs	Total	0.08	389.0	485349.0
739.0	Contracture of joint	Total	0.02	106.0	485349.0
735.1	Flat foot	Total	0.05	232.0	485349.0
735.0	Acquired foot deformities	Total	0.04	197.0	485349.0
835.0	Internal derangement of knee	Total	1.04	5167.0	492462.0
742.2	Pathological, developmental or recurrent dislocation	Total	0.02	82.0	497806.0
742.9	Other derangement of joint	Total	0.19	948.0	497806.0
742.1	Loose body in joint	Total	0.01	63.0	497806.0
742.8	Articular cartilage disorder	Total	0.03	143.0	497806.0
728.2	Laxity of ligament or hypermobility syndrome	Total	0.04	180.0	470973.0
741.1	Ankylosis of joint	Total	0.0	18.0	497806.0
742.0	Derangement of joint, non-traumatic	Total	0.01	50.0	497806.0
741.5	Hemarthrosis	Total	0.0	19.0	497806.0
741.4	Joint effusions	Total	0.07	340.0	497806.0
745.0	Pain in joint	Total	0.44	2192.0	498236.0
741.2	Stiffness of joint	Total	0.03	142.0	497806.0
726.1	Enthesopathy	Total	2.01	9660.0	470973.0
446.0	Polyarteritis nodosa and allied conditions	Total	0.0	2.0	488142.0
446.6	Polyarteritis nodosa	Total	0.01	52.0	488142.0
446.4	Wegener's granulomatosis	Total	0.05	245.0	488142.0
446.2	Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease)	Total	0.0	3.0	488142.0
446.8	Thrombotic microangiopathy	Total	0.0	24.0	488142.0
446.7	Takayasu's disease	Total	0.0	11.0	488142.0
446.5	Giant cell arteritis	Total	0.13	613.0	488142.0
695.42	Systemic lupus erythematosus	Total	0.11	567.0	492583.0
711.3	Behcet's syndrome	Total	0.01	42.0	458152.0
717.0	Polymyalgia Rheumatica	Total	0.39	1954.0	498474.0
772.0	Symptoms of the muscles	Total	0.06	309.0	500081.0
729.3	Panniculitis	Total	0.01	56.0	470973.0
737.1	Kyphosis (acquired)	Total	0.02	89.0	485349.0
721.8	Other allied disorders of spine	Total	0.04	172.0	487642.0
724.9	Other unspecified back disorders	Total	0.14	683.0	487642.0
737.2	Lordosis (acquired)	Total	0.0	10.0	485349.0
737.3	Kyphoscoliosis and scoliosis	Total	0.14	704.0	485349.0
732.0	Osteochondropathies	Total	0.06	305.0	483416.0
732.1	Juvenile osteochondrosis	Total	0.05	233.0	483416.0
738.4	Acquired spondylolisthesis	Total	0.08	395.0	485349.0
723.1	Torticollis	Total	0.02	109.0	487642.0
737.0	Curvature of spine	Total	0.01	36.0	485349.0
715.0	Other inflammatory spondylopathies	Total	0.11	531.0	494646.0
715.3	Spinal enthesopathy	Total	0.0	2.0	494646.0
715.1	Sacroiliitis NEC	Total	0.03	127.0	494646.0
710.19	Unspecified osteomyelitis	Total	0.03	137.0	458152.0
710.0	Osteomyelitis, periostitis, and other infections involving bone	Total	0.0	7.0	458152.0
721.0	Spondylosis and allied disorders	Total	0.33	1628.0	487642.0
721.2	Spondylosis with myelopathy	Total	0.01	49.0	487642.0
721.1	Spondylosis without myelopathy	Total	0.29	1436.0	487642.0
720.0	Spinal stenosis	Total	0.23	1114.0	487642.0
743.4	Stress fracture	Total	0.0	1.0	494239.0
743.21	Pathologic fracture of vertebrae	Total	0.01	53.0	494239.0
724.8	Other symptoms referable to back	Total	0.0	19.0	487642.0
805.0	Fracture of vertebral column without mention of spinal cord injury	Total	0.1	479.0	495626.0
723.0	Other disorders of cervical region	Total	0.12	596.0	487642.0
722.7	Intervertebral disc disorder with myelopathy	Total	0.12	577.0	487642.0
765.0	Cervical radiculitis	Total	0.15	736.0	497290.0
722.1	Displacement of intervertebral disc	Total	0.11	515.0	487642.0
722.6	Degeneration of intervertebral disc	Total	0.87	4291.0	487642.0
722.3	Schmorl's nodes	Total	0.01	54.0	487642.0
760.0	Back pain	Total	1.79	8936.0	491492.0
766.0	Neuralgia, neuritis, and radiculitis NOS	Total	0.1	484.0	497290.0
761.0	Cervicalgia	Total	0.29	1465.0	498963.0
764.0	Sciatica	Total	0.4	1979.0	497290.0
770.0	Myalgia and myositis unspecified	Total	0.05	248.0	500180.0
712.0	Infective connective tissue disorders	Total	0.01	33.0	458152.0
728.0	Disorders of muscle, ligament, and fascia	Total	0.01	67.0	470973.0
728.1	Muscular calcification and ossification	Total	0.0	14.0	470973.0
772.4	Rhabdomyolysis	Total	0.0	7.0	500081.0
727.7	Contracture of tendon (sheath)	Total	0.04	172.0	470973.0
772.1	Muscular wasting and disuse atrophy	Total	0.01	31.0	500081.0
729.0	Other disorders of soft tissues	Total	0.34	1586.0	470973.0
727.1	Synovitis and tenosynovitis	Total	0.71	3367.0	470973.0
727.0	Other disorders of synovium, tendon, and bursa	Total	0.27	1293.0	470973.0
727.5	Rupture of synovium	Total	0.12	558.0	470973.0
727.6	Rupture of tendon, nontraumatic	Total	0.03	122.0	470973.0
727.4	Ganglion and cyst of synovium, tendon, and bursa	Total	0.82	3880.0	470973.0
781.0	Symptoms involving nervous and musculoskeletal systems	Total	0.58	2919.0	497505.0
727.2	Bursitis disorders	Total	0.01	24.0	470973.0
726.3	Bursitis	Total	0.16	753.0	470973.0
